,text,location,entities
381,@francoisedegois Zemmour ne fait que naître alors que l'extrême gauche vient d'entamer sa chute. 😉,France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'francoisedegois', 'name': 'francoise degois', 'id': 57652561, 'id_str': '57652561', 'indices': [0, 16]}], 'urls': []}"
382,"@EmmanuelMacron Mr. Le Président,  1er ministre femme ou homme n'est pas le plus important. Mais choisir 1 écologis… https://t.co/Z8f4t0sdWo","Paris, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EmmanuelMacron', 'name': 'Emmanuel Macron', 'id': 1976143068, 'id_str': '1976143068', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/Z8f4t0sdWo', 'expanded_url': 'https://twitter.com/i/web/status/1519009973950459908', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
383,@xBlisss_ @TontonArtheon @DameDesLandes Bah disons que vu que le projet de macron revient à détruire la France a pe… https://t.co/LD9CzFZYNM,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'xBlisss_', 'name': 'Maggie Kenobi 🌙 Ψ #Battle4', 'id': 1404987792, 'id_str': '1404987792', 'indices': [0, 9]}, {'screen_name': 'TontonArtheon', 'name': '🔴 Tonton Artheon 🔴', 'id': 1305941088, 'id_str': '1305941088', 'indices': [10, 24]}, {'screen_name': 'DameDesLandes', 'name': 'Axelle Foley', 'id': 1289613309478670337, 'id_str': '1289613309478670337', 'indices': [25, 39]}], 'urls': [{'url': 'https://t.co/LD9CzFZYNM', 'expanded_url': 'https://twitter.com/i/web/status/1519009973023522816', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
384,@publicsenat @FredericDabi @IfopOpinion Faux c'est qui ses guignols c'est les sans emplois des banlieues qui ont vo… https://t.co/dC8rYQ90Dy,"Auvergne, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'publicsenat', 'name': 'Public Sénat', 'id': 40056514, 'id_str': '40056514', 'indices': [0, 12]}, {'screen_name': 'FredericDabi', 'name': 'Frédéric Dabi', 'id': 1419972404227592195, 'id_str': '1419972404227592195', 'indices': [13, 26]}, {'screen_name': 'IfopOpinion', 'name': 'Ifop Opinion', 'id': 86322463, 'id_str': '86322463', 'indices': [27, 39]}], 'urls': [{'url': 'https://t.co/dC8rYQ90Dy', 'expanded_url': 'https://twitter.com/i/web/status/1519009968539815936', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
385,@realmarcel1 Mais vous écoutez ce qu’il dit ? Il va falloir redescendre LFI. Sans le vote utile vous êtes à 15% et… https://t.co/wJ79pqkX5j,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'realmarcel1', 'name': 'Marcel', 'id': 1347928939461804035, 'id_str': '1347928939461804035', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/wJ79pqkX5j', 'expanded_url': 'https://twitter.com/i/web/status/1519009962906640385', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
386,Shdhfu on est en train de me dire qu'aux fin fond de l'Amazonie quelque part dans le parc Amazonien entre Saül et C… https://t.co/xhenGtPWVE,Amérique du Sud ,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/xhenGtPWVE', 'expanded_url': 'https://twitter.com/i/web/status/1519009949724119046', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
387,@LanahD33 @CrepinMael @CharlesConsigny Je prends son discours à la lettre après c’est en effet certainement en cont… https://t.co/TLc1d6EtYP,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LanahD33', 'name': 'Lanah', 'id': 2479367650, 'id_str': '2479367650', 'indices': [0, 9]}, {'screen_name': 'CrepinMael', 'name': 'Maël Crépin', 'id': 3401507746, 'id_str': '3401507746', 'indices': [10, 21]}, {'screen_name': 'CharlesConsigny', 'name': 'Charles Consigny', 'id': 391385801, 'id_str': '391385801', 'indices': [22, 38]}], 'urls': [{'url': 'https://t.co/TLc1d6EtYP', 'expanded_url': 'https://twitter.com/i/web/status/1519009941905944576', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
388,"@chanteloube @CaptNowhere Valet de #Poutine (la ""désobéissance à l'Europe"") ou citoyen libre ? #Mélenchon a déjà perdu, espérons-le.","Lyon, France","{'hashtags': [{'text': 'Poutine', 'indices': [35, 43]}, {'text': 'Mélenchon', 'indices': [95, 105]}], 'symbols': [], 'user_mentions': [{'screen_name': 'chanteloube', 'name': 'chanteloube', 'id': 508987567, 'id_str': '508987567', 'indices': [0, 12]}, {'screen_name': 'CaptNowhere', 'name': 'Kurt V', 'id': 795869274, 'id_str': '795869274', 'indices': [13, 25]}], 'urls': []}"
389,@NorbertHekimian Macron avec 70 % contre lepen a 10% 2% d'abstention 100 % vote électronique,"Montauban, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NorbertHekimian', 'name': 'Norbert Hekimian', 'id': 2209101834, 'id_str': '2209101834', 'indices': [0, 16]}], 'urls': []}"
390,"@anatolium Je fais le perroquet : ""Appeler à voter Mélenchon aurait aidé"".
Vous n'aimez pas tous les insoumis ? Moi… https://t.co/MPBPGF2oVj",Europe de l'Est,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'anatolium', 'name': 'Juan Branco ✊', 'id': 170404151, 'id_str': '170404151', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/MPBPGF2oVj', 'expanded_url': 'https://twitter.com/i/web/status/1519009932795854854', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
391,@L69Sa @Opinion_Anonyme @SowBadou @MarxFanAccount Qu’est-ce que tu comprends pas dans mon tweet et dans le tweet de… https://t.co/KkdfP3r3ui,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'L69Sa', 'name': 'L.santucci', 'id': 1362755810, 'id_str': '1362755810', 'indices': [0, 6]}, {'screen_name': 'Opinion_Anonyme', 'name': 'Opinion_Anonyme', 'id': 707250331814662145, 'id_str': '707250331814662145', 'indices': [7, 23]}, {'screen_name': 'SowBadou', 'name': 'KAMISAMA', 'id': 360823062, 'id_str': '360823062', 'indices': [24, 33]}, {'screen_name': 'MarxFanAccount', 'name': 'Vilain Syndicaliste', 'id': 3165914081, 'id_str': '3165914081', 'indices': [34, 49]}], 'urls': [{'url': 'https://t.co/KkdfP3r3ui', 'expanded_url': 'https://twitter.com/i/web/status/1519009928316395521', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
392,"Calvi se rend de plus en plus imbuvable et ce payvre type nargue les francais comme son patron Macron.
BOUF...M .....",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
393,"Les gens qui disent qu’avoir voté marine c’est être raciste sont ceux qui n’ont rien compris à la politique, c’est… https://t.co/uSLMzMnSpF",fms,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uSLMzMnSpF', 'expanded_url': 'https://twitter.com/i/web/status/1519009920141737985', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
394,"@fanch_mrl Parfait . Au moins elle ne pourra pas dire que Macron est élu grâce à elle.
Cela dit quelle déchéance de… https://t.co/YaVlATvrBn",Sur terre,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'fanch_mrl', 'name': 'François Morelle 🇫🇷🇪🇺💉💉💉', 'id': 844930596166160384, 'id_str': '844930596166160384', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/YaVlATvrBn', 'expanded_url': 'https://twitter.com/i/web/status/1519009914676461569', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
395,@DamienBonne @Zakya23427853 @BanonTristane Dis un électeur du multirécidiviste condamné zemmour…,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DamienBonne', 'name': 'Donc ?', 'id': 450588178, 'id_str': '450588178', 'indices': [0, 12]}, {'screen_name': 'Zakya23427853', 'name': 'Zakya', 'id': 1440942315825209344, 'id_str': '1440942315825209344', 'indices': [13, 27]}, {'screen_name': 'BanonTristane', 'name': 'Tristane Banon', 'id': 2531390391, 'id_str': '2531390391', 'indices': [28, 42]}], 'urls': []}"
396,@rbn_tte jadot n'est pas de gauche pour commencer par le commencement.,"Bretagne, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rbn_tte', 'name': '(ya)nique jaddot ☭', 'id': 1036287240383733760, 'id_str': '1036287240383733760', 'indices': [0, 8]}], 'urls': []}"
397,Autant de Zumba pour dire que Marine = Islamophobie raciste etc  mais derrière ça vote Mélenchon qui tient des prop… https://t.co/yL1C1mcMwW,Oskaan,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/yL1C1mcMwW', 'expanded_url': 'https://twitter.com/i/web/status/1519009897563709442', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
398,@BERNEMarie2 Zemmour toujours,ARFEUILLES ,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BERNEMarie2', 'name': 'BERNE Marie', 'id': 1482013744829972487, 'id_str': '1482013744829972487', 'indices': [0, 12]}], 'urls': []}"
399,"@BFMTV https://t.co/GqDo2ZEeUI.              Mdr 🤣 Melenchon critique Macron , et il veux devenir le 1er ministre d… https://t.co/QYVG1OJEN4","Champigny-sur-Marne, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BFMTV', 'name': 'BFMTV', 'id': 133663801, 'id_str': '133663801', 'indices': [0, 6]}], 'urls': [{'url': 'https://t.co/GqDo2ZEeUI', 'expanded_url': 'https://youtu.be/ZqOIoQPHnVA', 'display_url': 'youtu.be/ZqOIoQPHnVA', 'indices': [7, 30]}, {'url': 'https://t.co/QYVG1OJEN4', 'expanded_url': 'https://twitter.com/i/web/status/1519009894891892741', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
400,@BilgerPhilippe @ChJacob77 @BFMTV Sauf que ça c'était avant l'arrivée de Macron. Macron a vu une opportunité de se… https://t.co/Pe2vrXzOU6,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BilgerPhilippe', 'name': 'Philippe Bilger', 'id': 438635797, 'id_str': '438635797', 'indices': [0, 15]}, {'screen_name': 'ChJacob77', 'name': 'Christian JACOB', 'id': 1143094713010073600, 'id_str': '1143094713010073600', 'indices': [16, 26]}, {'screen_name': 'BFMTV', 'name': 'BFMTV', 'id': 133663801, 'id_str': '133663801', 'indices': [27, 33]}], 'urls': [{'url': 'https://t.co/Pe2vrXzOU6', 'expanded_url': 'https://twitter.com/i/web/status/1519009888445378562', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
401,@JLMelenchon ne surtout pas oublier que #Melenchon est pro poutine ! https://t.co/Mqffxrp1l0,,"{'hashtags': [{'text': 'Melenchon', 'indices': [40, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'JLMelenchon', 'name': 'Jean-Luc Mélenchon', 'id': 80820758, 'id_str': '80820758', 'indices': [0, 12]}], 'urls': [], 'media': [{'id': 1519009883273768960, 'id_str': '1519009883273768960', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/FRSbcNbXMAAtPd8.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRSbcNbXMAAtPd8.jpg', 'url': 'https://t.co/Mqffxrp1l0', 'display_url': 'pic.twitter.com/Mqffxrp1l0', 'expanded_url': 'https://twitter.com/NORM14000/status/1519009885299650560/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 1081, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 1081, 'resize': 'fit'}}}]}"
402,@EricNaulleau Mais il a une haine contre les Musulmans un truc de fou je t pas vu t’indigner contre le terroriste q… https://t.co/TjVbMMHUtE,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EricNaulleau', 'name': 'Eric Naulleau', 'id': 700737161708986369, 'id_str': '700737161708986369', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/TjVbMMHUtE', 'expanded_url': 'https://twitter.com/i/web/status/1519009880849408001', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
403,"@franceinter @yjadot Le couple @yjadot @isabellesaporta n’aura fait que d’attaquer la gauche,tout ça pour virer che… https://t.co/ilv2AXjitN",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'franceinter', 'name': 'France Inter', 'id': 34867057, 'id_str': '34867057', 'indices': [0, 12]}, {'screen_name': 'yjadot', 'name': 'Yannick Jadot', 'id': 117761523, 'id_str': '117761523', 'indices': [13, 20]}, {'screen_name': 'yjadot', 'name': 'Yannick Jadot', 'id': 117761523, 'id_str': '117761523', 'indices': [31, 38]}, {'screen_name': 'isabellesaporta', 'name': 'Isabelle Saporta', 'id': 2371678640, 'id_str': '2371678640', 'indices': [39, 55]}], 'urls': [{'url': 'https://t.co/ilv2AXjitN', 'expanded_url': 'https://twitter.com/i/web/status/1519009876759957506', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
404,@Regards_fr @PhilippePoutou @Johanna_Rolland @CarolineFiat54 @RokhayaDiallo @AuroreLalucq @ManonAubryFr… https://t.co/HT88J6viwf,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Regards_fr', 'name': 'Regards', 'id': 260228964, 'id_str': '260228964', 'indices': [0, 11]}, {'screen_name': 'PhilippePoutou', 'name': 'Philippe Poutou', 'id': 374392774, 'id_str': '374392774', 'indices': [12, 27]}, {'screen_name': 'Johanna_Rolland', 'name': 'Johanna Rolland', 'id': 786659233, 'id_str': '786659233', 'indices': [28, 44]}, {'screen_name': 'CarolineFiat54', 'name': 'Caroline FIAT', 'id': 832246158391144448, 'id_str': '832246158391144448', 'indices': [45, 60]}, {'screen_name': 'RokhayaDiallo', 'name': 'Rokhaya Diallo', 'id': 46375782, 'id_str': '46375782', 'indices': [61, 75]}, {'screen_name': 'AuroreLalucq', 'name': 'Aurore Lalucq', 'id': 938522598585131008, 'id_str': '938522598585131008', 'indices': [76, 89]}, {'screen_name': 'ManonAubryFr', 'name': 'Manon Aubry', 'id': 2850651695, 'id_str': '2850651695', 'indices': [90, 103]}], 'urls': [{'url': 'https://t.co/HT88J6viwf', 'expanded_url': 'https://twitter.com/i/web/status/1519009872116862980', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [105, 128]}]}"
405,@Calibre155mm Il va degager macron?,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Calibre155mm', 'name': '⚜️ L’artilleur ⚜️', 'id': 1462112513886240779, 'id_str': '1462112513886240779', 'indices': [0, 13]}], 'urls': []}"
406,@Topicmb15 @fernandfilback @CharlesConsigny HS si le mot cohérence a un sens il est permis de s'étonner qu'un mec q… https://t.co/eVNXMf2QZk,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Topicmb15', 'name': 'Géralt de Riv', 'id': 1153089296364179457, 'id_str': '1153089296364179457', 'indices': [0, 10]}, {'screen_name': 'fernandfilback', 'name': 'fernand', 'id': 1458888837019672584, 'id_str': '1458888837019672584', 'indices': [11, 26]}, {'screen_name': 'CharlesConsigny', 'name': 'Charles Consigny', 'id': 391385801, 'id_str': '391385801', 'indices': [27, 43]}], 'urls': [{'url': 'https://t.co/eVNXMf2QZk', 'expanded_url': 'https://twitter.com/i/web/status/1519009869352812545', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
407,macron va dump jadot pour mélenchon,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
408,"« Si on calcule le nombre de voix, on arrive devant le bloc de Macron et celui de Mélenchon. Est-ce qu’on part divi… https://t.co/BaYMgd3OJY",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BaYMgd3OJY', 'expanded_url': 'https://twitter.com/i/web/status/1519009859160752129', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
409,"Nous : être mal à cause de nos partiels/mémoires.

Valérie Pécresse : https://t.co/1yEPf8CQOF","Orléans, France","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1519009850717618178, 'id_str': '1519009850717618178', 'indices': [70, 93], 'media_url': 'http://pbs.twimg.com/media/FRSbaUJXwAIMSY2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRSbaUJXwAIMSY2.jpg', 'url': 'https://t.co/1yEPf8CQOF', 'display_url': 'pic.twitter.com/1yEPf8CQOF', 'expanded_url': 'https://twitter.com/ratkinie/status/1519009856476393472/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}}}]}"
410,@Jackydorje @SergeDoucet3 @JLMelenchon MELENCHON le marxiste arnaqueur ou l'arnaqueur marxiste. Il n'a pas réussi à… https://t.co/egosacBg9p,Angers,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Jackydorje', 'name': 'SERVEL Jacky', 'id': 1623926822, 'id_str': '1623926822', 'indices': [0, 11]}, {'screen_name': 'SergeDoucet3', 'name': 'Serge Doucet 😇🐶📖⚽️🎼', 'id': 837970631903887360, 'id_str': '837970631903887360', 'indices': [12, 25]}, {'screen_name': 'JLMelenchon', 'name': 'Jean-Luc Mélenchon', 'id': 80820758, 'id_str': '80820758', 'indices': [26, 38]}], 'urls': [{'url': 'https://t.co/egosacBg9p', 'expanded_url': 'https://twitter.com/i/web/status/1519009856379838468', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
411,"@logixca Curieusement Le Pen, Melenchon et Pecresse ont été reçu par le Poudré avant le 1er tour ! Pourquoi ??? Pou… https://t.co/aS7RP9uCqQ",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'logixca', 'name': 'Claude Gelinas', 'id': 4065201, 'id_str': '4065201', 'indices': [0, 8]}], 'urls': [{'url': 'https://t.co/aS7RP9uCqQ', 'expanded_url': 'https://twitter.com/i/web/status/1519009855968890881', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
412,"@PatriotesCreuse Si il y a un sujet qui est d’une importance absolue et dont AUCUN politique ne parle jamais, ni… https://t.co/9YkFFb9h5E",Provence-Alpes-Côte d'Azur,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PatriotesCreuse', 'name': 'Team_Patriotes_Creuse_💤_🇷🇺🇨🇵_No💉', 'id': 1029804438939201536, 'id_str': '1029804438939201536', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/9YkFFb9h5E', 'expanded_url': 'https://twitter.com/i/web/status/1519009855280922625', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]}"
413,@alexsansdrra Il est clairement dans get out. Soit l’aliénation va s’aggraver et il va devenir comme Zemmour soit i… https://t.co/tvMpqbOnwg,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'alexsansdrra', 'name': 'LEXY✨', 'id': 1130199101084192769, 'id_str': '1130199101084192769', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/tvMpqbOnwg', 'expanded_url': 'https://twitter.com/i/web/status/1519009854781857800', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
414,@jeune_julo @IchigoPerceval 🤣🤣🤣 Macron n'a en effet aucun rapport avec Pfizer ...,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jeune_julo', 'name': 'Julien Ccvl', 'id': 1446162670302998528, 'id_str': '1446162670302998528', 'indices': [0, 11]}, {'screen_name': 'IchigoPerceval', 'name': 'Provençal le Gaulois', 'id': 1372592299826409479, 'id_str': '1372592299826409479', 'indices': [12, 27]}], 'urls': []}"
415,Je viens de voir enfaite Macron 2ème mandât ba français bo biki,"Bienne, Suisse","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
416,@JoHappe @Louis_Dchp @gentilhomme_v @OlivierBenis Il ne faut pas oublier que Marine Lepen à porter la parole de son… https://t.co/VxlVEzuNZj,France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JoHappe', 'name': 'Jo Happe', 'id': 1456655609219239941, 'id_str': '1456655609219239941', 'indices': [0, 8]}, {'screen_name': 'Louis_Dchp', 'name': 'Louis', 'id': 999879631909011457, 'id_str': '999879631909011457', 'indices': [9, 20]}, {'screen_name': 'gentilhomme_v', 'name': 'Victor 🇫🇷♱', 'id': 1296198292456517632, 'id_str': '1296198292456517632', 'indices': [21, 35]}, {'screen_name': 'OlivierBenis', 'name': 'Pas du tout Olivier Bénis déguisé en pixels', 'id': 1351154123618586624, 'id_str': '1351154123618586624', 'indices': [36, 49]}], 'urls': [{'url': 'https://t.co/VxlVEzuNZj', 'expanded_url': 'https://twitter.com/i/web/status/1519009836565946373', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
417,"@CaptNowhere @_Askel @cedric_o @FranceInsoumise @partisocialiste Ça dépend, si les médias refusent de couvrir campa… https://t.co/4xerTKoxpR",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CaptNowhere', 'name': 'Kurt V', 'id': 795869274, 'id_str': '795869274', 'indices': [0, 12]}, {'screen_name': '_Askel', 'name': 'Axel Pillaud', 'id': 90478640, 'id_str': '90478640', 'indices': [13, 20]}, {'screen_name': 'cedric_o', 'name': 'Cédric O', 'id': 15723458, 'id_str': '15723458', 'indices': [21, 30]}, {'screen_name': 'FranceInsoumise', 'name': 'La France insoumise', 'id': 4897361049, 'id_str': '4897361049', 'indices': [31, 47]}, {'screen_name': 'partisocialiste', 'name': 'Parti socialiste', 'id': 19900973, 'id_str': '19900973', 'indices': [48, 64]}], 'urls': [{'url': 'https://t.co/4xerTKoxpR', 'expanded_url': 'https://twitter.com/i/web/status/1519009836368863235', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
418,"@kevinbossuet Et si ma grand-mère en avait?Quand je dis qu’il faut que vous arrêtiez toute substance psychotrope, c… https://t.co/4rCm7Pqe4F",France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kevinbossuet', 'name': 'Kevin Bossuet', 'id': 308323017, 'id_str': '308323017', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/4rCm7Pqe4F', 'expanded_url': 'https://twitter.com/i/web/status/1519009835253125121', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
419,@Mathilde_Sd @LePoint Quand Macron arretera ses postures ridicules et de massacrer les petites gens et qu on en aur… https://t.co/9qyMXSX79h,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Mathilde_Sd', 'name': 'Mathilde Siraud', 'id': 380925855, 'id_str': '380925855', 'indices': [0, 12]}, {'screen_name': 'LePoint', 'name': 'Le Point', 'id': 8460572, 'id_str': '8460572', 'indices': [13, 21]}], 'urls': [{'url': 'https://t.co/9qyMXSX79h', 'expanded_url': 'https://twitter.com/i/web/status/1519009833978052608', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
420,A vous écouter on a l'impression que c'est l'extrême gauche mortifere de melenchon qui a gagné et @EmmanuelMacron q… https://t.co/TZGXbDnOo3,Paris,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EmmanuelMacron', 'name': 'Emmanuel Macron', 'id': 1976143068, 'id_str': '1976143068', 'indices': [98, 113]}], 'urls': [{'url': 'https://t.co/TZGXbDnOo3', 'expanded_url': 'https://twitter.com/i/web/status/1519009829649625088', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
421,@AldoSterone111 Moi aussi : j'emmerde Macron ! Affectueusement.,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AldoSterone111', 'name': 'Aldo Sterone', 'id': 320275643, 'id_str': '320275643', 'indices': [0, 15]}], 'urls': []}"
422,"Si avec ça, il y’a pas les preuves suffisante sur la #fraude électoral qu’on a subi + le tweet de bfmtv supprimé et… https://t.co/biU4dcormM",,"{'hashtags': [{'text': 'fraude', 'indices': [53, 60]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/biU4dcormM', 'expanded_url': 'https://twitter.com/i/web/status/1519009822242488322', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
423,@radiofrance c'est la pseudo gauche qui a cherché à niquer Mélenchon.,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'radiofrance', 'name': 'Radio France', 'id': 20230015, 'id_str': '20230015', 'indices': [0, 12]}], 'urls': []}"
424,"Comme pour la culture, la scène lyrique française, il ne l'a jamais vu 😀  
https://t.co/pmOpW3wWWh",Paris France,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pmOpW3wWWh', 'expanded_url': 'https://www.leparisien.fr/elections/presidentielle/qui-est-farrah-el-dibany-la-chanteuse-invitee-par-emmanuel-macron-a-lancer-la-marseillaise-au-champ-de-mars-24-04-2022-7OZ3JE5MDJCQZPZCAZL3YPDFGY.php', 'display_url': 'leparisien.fr/elections/pres…', 'indices': [75, 98]}]}"
425,@acaudril @VincLapierre Déclassé non je suis csp+ je pense aux générations futures contrairement à toi. Et je suis… https://t.co/5YbJQ3kJsD,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'acaudril', 'name': 'caudrillier antoine', 'id': 123327014, 'id_str': '123327014', 'indices': [0, 9]}, {'screen_name': 'VincLapierre', 'name': 'Vincent Lapierre', 'id': 844179867163856896, 'id_str': '844179867163856896', 'indices': [10, 23]}], 'urls': [{'url': 'https://t.co/5YbJQ3kJsD', 'expanded_url': 'https://twitter.com/i/web/status/1519009805360414723', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
426,@AudreyPulvar C'était surtout voter contre Macron visiblement... Hidalgo devait en faire du petit bois... et puis voilà.,"Ville-Marie, Montréal","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AudreyPulvar', 'name': 'Audrey PULVAR', 'id': 2755183484, 'id_str': '2755183484', 'indices': [0, 13]}], 'urls': []}"
427,"@m_samovar Faites gaffe, Brigitte Macron va vous envoyé un inspecteur 🙊",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'm_samovar', 'name': 'Monsieur Samovar', 'id': 418835486, 'id_str': '418835486', 'indices': [0, 10]}], 'urls': []}"
428,@AvecJLM Voter pour celui qui a refusé d'avoir les couilles de faire barrage à Macron ? Plus jamais...,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AvecJLM', 'name': 'Avec Mélenchon 🇫🇷', 'id': 2468215140, 'id_str': '2468215140', 'indices': [0, 8]}], 'urls': []}"
