,text,location,entities
108,"@vlanx0 Certains RSA à 30 ans avec des discours ultra libéraux et férocement anticommunistes, fans de Musk, Sarko o… https://t.co/98vrwg1YSd","Indre, Centre","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'vlanx0', 'name': 'Vlanx', 'id': 1009461613727047681, 'id_str': '1009461613727047681', 'indices': [0, 7]}], 'urls': [{'url': 'https://t.co/98vrwg1YSd', 'expanded_url': 'https://twitter.com/i/web/status/1519010770536865796', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
109,@Andyquoi Et appeler à voter Macron par la suite....,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Andyquoi', 'name': 'Andy', 'id': 414861505, 'id_str': '414861505', 'indices': [0, 9]}], 'urls': []}"
110,https://t.co/cW2vC92zvJ Vous n'avez rien checked! #UkraineRussiaWar,Le moment présent,"{'hashtags': [{'text': 'UkraineRussiaWar', 'indices': [50, 67]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cW2vC92zvJ', 'expanded_url': 'https://www.liberation.fr/checknews/macron-a-t-il-laisse-50-officiers-francais-mourir-a-marioupol-comme-laffirme-un-parti-turc-20220426_S76VSEBU6VFFVNLF6NSUHZ7XNU/', 'display_url': 'liberation.fr/checknews/macr…', 'indices': [0, 23]}]}"
111,"@Clem_Autain Grace à #LFI collabo, #Macron l'éborgneur, le traitre à la nation, Monsieur 11 vaccins obligatoires po… https://t.co/7jgsL876kM",,"{'hashtags': [{'text': 'LFI', 'indices': [21, 25]}, {'text': 'Macron', 'indices': [35, 42]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Clem_Autain', 'name': 'Clémentine Autain', 'id': 491343921, 'id_str': '491343921', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/7jgsL876kM', 'expanded_url': 'https://twitter.com/i/web/status/1519010766590029825', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
112,"Il a du courage @stanislasrig sur #BFM !🔥
#zemmour",,"{'hashtags': [{'text': 'BFM', 'indices': [34, 38]}, {'text': 'zemmour', 'indices': [42, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'stanislasrig', 'name': 'Stanislas Rigault', 'id': 1038091753411293185, 'id_str': '1038091753411293185', 'indices': [16, 29]}], 'urls': []}"
113,@PascalPraud où en sommes nous de l’obligation du port du masque que vous aviez prédit après l’élection d’Emmanuel Macron ?,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PascalPraud', 'name': 'Pascal Praud', 'id': 416221365, 'id_str': '416221365', 'indices': [0, 12]}], 'urls': []}"
114,@FibreTigre j'achète tout le gvt et le microbe #macron et je les fous au smic en horaires coupés jusqu'à 65 ans à f… https://t.co/3yFQRT2BWr,,"{'hashtags': [{'text': 'macron', 'indices': [47, 54]}], 'symbols': [], 'user_mentions': [{'screen_name': 'FibreTigre', 'name': 'FibreTigre', 'id': 159881051, 'id_str': '159881051', 'indices': [0, 11]}], 'urls': [{'url': 'https://t.co/3yFQRT2BWr', 'expanded_url': 'https://twitter.com/i/web/status/1519010758960553986', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
115,"Le niveau des électeurs de Macron.... 
On est pas dans la merde ! https://t.co/8TmSZ8phWs",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8TmSZ8phWs', 'expanded_url': 'https://twitter.com/pauleoale/status/1519010160714387456', 'display_url': 'twitter.com/pauleoale/stat…', 'indices': [66, 89]}]}"
116,Qui a mis poutou ministre des services publics 😅,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
117,Je teste Twitter 2.0 : je ne suis pas vacciné et fuck macron,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
118,"#RothschildGate - Ou est passé le patrimoine d'Emmanuel Macron ? Révélat... https://t.co/GvoU58jiqb via @YouTube
Un… https://t.co/iHtvJjcT6B","Cavaillon, France","{'hashtags': [{'text': 'RothschildGate', 'indices': [0, 15]}], 'symbols': [], 'user_mentions': [{'screen_name': 'YouTube', 'name': 'YouTube', 'id': 10228272, 'id_str': '10228272', 'indices': [104, 112]}], 'urls': [{'url': 'https://t.co/GvoU58jiqb', 'expanded_url': 'https://youtu.be/B2q7MD4FqC8', 'display_url': 'youtu.be/B2q7MD4FqC8', 'indices': [76, 99]}, {'url': 'https://t.co/iHtvJjcT6B', 'expanded_url': 'https://twitter.com/i/web/status/1519010748822867973', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
119,@jbadelaire Louis Jadot Puligny-Montrachet.,"Austin, TX ","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jbadelaire', 'name': 'Jack Badelaire', 'id': 205038505, 'id_str': '205038505', 'indices': [0, 11]}], 'urls': []}"
120,Et ils disent quoi les GJ...qui ont appelé à voter...macron...! https://t.co/4jmplnrDH9,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4jmplnrDH9', 'expanded_url': 'https://twitter.com/thibaultpillet/status/1518991978104512512', 'display_url': 'twitter.com/thibaultpillet…', 'indices': [64, 87]}]}"
121,"@MonsiieurHenri Catholiques, les électeurs de Macron ??? Quelle blague !","Ille-et-Vilaine, Bretagne","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MonsiieurHenri', 'name': 'Niico ⚜️🇫🇷✝️', 'id': 780150001095835650, 'id_str': '780150001095835650', 'indices': [0, 15]}], 'urls': []}"
122,@_bibi_a C'est normal   si vous avez voté Macron 😀😀😀,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '_bibi_a', 'name': 'Bibi', 'id': 619421853, 'id_str': '619421853', 'indices': [0, 8]}], 'urls': []}"
123,"@MackWoke @AlexDeRubempre Sombre 🤡 tout le monde sait que c était pour voir avec ce qu avez promis macron, que les… https://t.co/Qkd83eedhd",beziers,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MackWoke', 'name': 'Mac Woke', 'id': 1510423493585915905, 'id_str': '1510423493585915905', 'indices': [0, 9]}, {'screen_name': 'AlexDeRubempre', 'name': 'Alexandre De Rubempré ⓩ', 'id': 1496928067004080134, 'id_str': '1496928067004080134', 'indices': [10, 25]}], 'urls': [{'url': 'https://t.co/Qkd83eedhd', 'expanded_url': 'https://twitter.com/i/web/status/1519010735824805888', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
124,@BFMTV Préparez vous la 2 eme saison arrive maintenant c’est les gilets rouges ont vas tout peter bloquez les autor… https://t.co/7ieFTFxZm7,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BFMTV', 'name': 'BFMTV', 'id': 133663801, 'id_str': '133663801', 'indices': [0, 6]}], 'urls': [{'url': 'https://t.co/7ieFTFxZm7', 'expanded_url': 'https://twitter.com/i/web/status/1519010732976705536', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
125,"au début c'était Mélenchon Président, maintenant Melenchon premier ministre, après ce sera Melechon maire de sa vil… https://t.co/sGi2fGkrT1","12 square Grimmaurd, Londres","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/sGi2fGkrT1', 'expanded_url': 'https://twitter.com/i/web/status/1519010731726884864', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
126,@die_Hoffnung7 @Zyannah7 @Mediavenir Bien sûr que c'est un compte parodique ! Poutine a ridiculisé Macron et l'a ir… https://t.co/bbokKgz0g6,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'die_Hoffnung7', 'name': 'Éve Du Trieux', 'id': 1503754750994653188, 'id_str': '1503754750994653188', 'indices': [0, 14]}, {'screen_name': 'Zyannah7', 'name': 'Zyannah', 'id': 161675780, 'id_str': '161675780', 'indices': [15, 24]}, {'screen_name': 'Mediavenir', 'name': 'Mediavenir', 'id': 1214315619031478272, 'id_str': '1214315619031478272', 'indices': [25, 36]}], 'urls': [{'url': 'https://t.co/bbokKgz0g6', 'expanded_url': 'https://twitter.com/i/web/status/1519010731492089856', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
127,@Clem_Autain Ne surtout pas oublier que #Melenchon est pro poutine https://t.co/HjgwgLPzIX,,"{'hashtags': [{'text': 'Melenchon', 'indices': [40, 50]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Clem_Autain', 'name': 'Clémentine Autain', 'id': 491343921, 'id_str': '491343921', 'indices': [0, 12]}], 'urls': [], 'media': [{'id': 1519010727645925376, 'id_str': '1519010727645925376', 'indices': [67, 90], 'media_url': 'http://pbs.twimg.com/media/FRScNW9X0AA62_t.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FRScNW9X0AA62_t.jpg', 'url': 'https://t.co/HjgwgLPzIX', 'display_url': 'pic.twitter.com/HjgwgLPzIX', 'expanded_url': 'https://twitter.com/NORM14000/status/1519010730627977219/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 720, 'h': 1081, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 1081, 'resize': 'fit'}}}]}"
128,@G_Peltier @ZemmourEric @Reconquete_off Il faut que RN arrête de faire des conneries sinon il vont droit à l'échec… https://t.co/e1zRyFTTMa,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'G_Peltier', 'name': 'Guillaume Peltier', 'id': 239867102, 'id_str': '239867102', 'indices': [0, 10]}, {'screen_name': 'ZemmourEric', 'name': 'Eric Zemmour', 'id': 1183418538285027329, 'id_str': '1183418538285027329', 'indices': [11, 23]}, {'screen_name': 'Reconquete_off', 'name': 'RECONQUÊTE !', 'id': 1466151854425923585, 'id_str': '1466151854425923585', 'indices': [24, 39]}], 'urls': [{'url': 'https://t.co/e1zRyFTTMa', 'expanded_url': 'https://twitter.com/i/web/status/1519010729113931776', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
129,Merci @MLP_officiel de permettre l'échec du bloc national pour favoriser Macron et Mélenchon !… https://t.co/tfCZlMOls2,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MLP_officiel', 'name': 'Marine Le Pen', 'id': 217749896, 'id_str': '217749896', 'indices': [6, 19]}], 'urls': [{'url': 'https://t.co/tfCZlMOls2', 'expanded_url': 'https://twitter.com/i/web/status/1519010726110707714', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [96, 119]}]}"
130,@maldera_lucien on s'en fout on fait du vélo boloss.c'est macron qui fait le prix du baril?c'est macron qui fixe la… https://t.co/znZQdD6Wv5,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maldera_lucien', 'name': 'LUCIEN', 'id': 1447619731029114886, 'id_str': '1447619731029114886', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/znZQdD6Wv5', 'expanded_url': 'https://twitter.com/i/web/status/1519010724395290624', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
131,"Une ""Union populaire"" ce n'est pas fermer sa gueule et se ranger comme des bons toutous derrière Mélenchon qui n'a… https://t.co/IVAfWO6OxC",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/IVAfWO6OxC', 'expanded_url': 'https://twitter.com/i/web/status/1519010717042720768', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
132,@chumunue @Apostiller1 @lavieestmeg @PCF @EELV @partisocialiste @FabSintes @franceinter ! Petit reportage tout mign… https://t.co/hyZOxBd1F5,Rennes - France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'chumunue', 'name': 'Stephanie B', 'id': 884109737087950848, 'id_str': '884109737087950848', 'indices': [0, 9]}, {'screen_name': 'Apostiller1', 'name': 'Maitre Macronard 🇺🇦', 'id': 731434247257501696, 'id_str': '731434247257501696', 'indices': [10, 22]}, {'screen_name': 'lavieestmeg', 'name': 'Meg 🇨🇵 🇪🇺 🌻', 'id': 1122434923, 'id_str': '1122434923', 'indices': [23, 35]}, {'screen_name': 'PCF', 'name': 'PCF', 'id': 96090970, 'id_str': '96090970', 'indices': [36, 40]}, {'screen_name': 'EELV', 'name': 'EELV', 'id': 17710206, 'id_str': '17710206', 'indices': [41, 46]}, {'screen_name': 'partisocialiste', 'name': 'Parti socialiste', 'id': 19900973, 'id_str': '19900973', 'indices': [47, 63]}, {'screen_name': 'FabSintes', 'name': 'Fabienne Sintes', 'id': 258835467, 'id_str': '258835467', 'indices': [64, 74]}, {'screen_name': 'franceinter', 'name': 'France Inter', 'id': 34867057, 'id_str': '34867057', 'indices': [75, 87]}], 'urls': [{'url': 'https://t.co/hyZOxBd1F5', 'expanded_url': 'https://twitter.com/i/web/status/1519010714500964352', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
133,@MarionMarechal Le RN Reconquete et DBLF n'y arrivera pas sans les républicains et eux c'est des guignols la bas je… https://t.co/kLSsOKY6LF,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MarionMarechal', 'name': 'Marion Maréchal', 'id': 520449734, 'id_str': '520449734', 'indices': [0, 15]}], 'urls': [{'url': 'https://t.co/kLSsOKY6LF', 'expanded_url': 'https://twitter.com/i/web/status/1519010712638603264', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
134,Ça existe les gens qui votent Macron par conviction ? 🤔 https://t.co/bXkZq1oocY,"Saint-Tropez, France","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bXkZq1oocY', 'expanded_url': 'https://twitter.com/oliviamohrmann/status/1518668497785610241', 'display_url': 'twitter.com/oliviamohrmann…', 'indices': [56, 79]}]}"
135,"Quelle petite peste... 1.75% de pouvoir de nuisance.
#SaccageParis https://t.co/54nYV9GIz3","Élysée, Paris, France 🇫🇷  ","{'hashtags': [{'text': 'SaccageParis', 'indices': [53, 66]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/54nYV9GIz3', 'expanded_url': 'https://twitter.com/BFMTV/status/1518867472983633921', 'display_url': 'twitter.com/BFMTV/status/1…', 'indices': [67, 90]}]}"
136,@tropical_boy Macron encule le peuple,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'tropical_boy', 'name': '🌺 𝗧𝗿𝗼𝗽𝗶𝗰𝗮𝗹 𝗕𝗼𝘆 🌺', 'id': 450667485, 'id_str': '450667485', 'indices': [0, 13]}], 'urls': []}"
137,"LE CAUCHEMAR CONTINUE...J'ai PITIE DES PERSONNES AGEES DE LA CAMPAGNE ET PETIT VILLAGES...SEULS,PAUVRES,malades?. S… https://t.co/1IdmDDwRwx",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1IdmDDwRwx', 'expanded_url': 'https://twitter.com/i/web/status/1519010702979121160', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
138,"@ArthurG_H ""Je ne reconnaîtrai pas""... Eh, il faudrait grandir un peu. Emmanuel Macron est le président de la Répub… https://t.co/9nM1oRfneN",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ArthurG_H', 'name': 'Arthur Germain', 'id': 1012399862774714369, 'id_str': '1012399862774714369', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/9nM1oRfneN', 'expanded_url': 'https://twitter.com/i/web/status/1519010702442348545', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
139,Le cabinet de Brigitte Macron déclenche l’inspection d’un professeur de français via @Mediapart https://t.co/DHeDc4laf4,Breton - Béarnais,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Mediapart', 'name': 'Mediapart', 'id': 19976004, 'id_str': '19976004', 'indices': [85, 95]}], 'urls': [{'url': 'https://t.co/DHeDc4laf4', 'expanded_url': 'https://www.mediapart.fr/journal/france/260422/le-cabinet-de-brigitte-macron-declenche-l-inspection-d-un-professeur-de-francais?at_medium=custom3&at_campaign=67', 'display_url': 'mediapart.fr/journal/france…', 'indices': [96, 119]}]}"
140,"@Qofficiel Mélenchon : ""c'est la majorité absolue la plus mauvaise de la 5eme république! j'ai gagné !""",Europe,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Qofficiel', 'name': 'Quotidien', 'id': 743432061088899073, 'id_str': '743432061088899073', 'indices': [0, 10]}], 'urls': []}"
141,"« Le ton monte chez les écologistes, entre modérés et radicaux. L’ex-candidat à la présidentielle Yannick Jadot men… https://t.co/gzkrFGyV1d",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/gzkrFGyV1d', 'expanded_url': 'https://twitter.com/i/web/status/1519010690786373633', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
142,"@worldfflyer Les oppositions approuvent tout ce que fait Macron, en tous cas LR, qui pinaille juste sur des détails… https://t.co/UQD30ppTZM",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'worldfflyer', 'name': 'Flyer', 'id': 412246902, 'id_str': '412246902', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/UQD30ppTZM', 'expanded_url': 'https://twitter.com/i/web/status/1519010689658064896', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
143,@Maskloff Moi qui pensez que jadot mettait l’écologie avant toute chose 🤡,a tiny dot in the milky way,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Maskloff', 'name': 'Serge Vincent', 'id': 257488786, 'id_str': '257488786', 'indices': [0, 9]}], 'urls': []}"
144,@CNEWS Macron est un peigne zizi  ...relire la guerre des boutons pour comprendre ce que je veux dire 😊,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CNEWS', 'name': 'CNEWS', 'id': 18396319, 'id_str': '18396319', 'indices': [0, 6]}], 'urls': []}"
145,"@BilgerPhilippe @ChJacob77 @BFMTV Appelons un chat un chat, le but de Macron, affronter le RN au 2nd tour pour gagn… https://t.co/oZspEdnKtW",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BilgerPhilippe', 'name': 'Philippe Bilger', 'id': 438635797, 'id_str': '438635797', 'indices': [0, 15]}, {'screen_name': 'ChJacob77', 'name': 'Christian JACOB', 'id': 1143094713010073600, 'id_str': '1143094713010073600', 'indices': [16, 26]}, {'screen_name': 'BFMTV', 'name': 'BFMTV', 'id': 133663801, 'id_str': '133663801', 'indices': [27, 33]}], 'urls': [{'url': 'https://t.co/oZspEdnKtW', 'expanded_url': 'https://twitter.com/i/web/status/1519010675749797888', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
146,@Colonel_Vincent Et peut-on avoir celui du collabo qui usurpe une identité fictive de résistant qui était prêt à fa… https://t.co/4LVCDW0VAi,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Colonel_Vincent', 'name': 'Super🇫🇷', 'id': 906565731764117506, 'id_str': '906565731764117506', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/4LVCDW0VAi', 'expanded_url': 'https://twitter.com/i/web/status/1519010673753313282', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
147,Jadot il préfère continuer à faire de Le Pen et s'endetter comme Valérie parcequ'il veut pas Melanchonner les torch… https://t.co/9839AriVdE,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9839AriVdE', 'expanded_url': 'https://twitter.com/i/web/status/1519010662860660739', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
148,"@Rico_le_Crack Elle se trompe lourdement #HouriaBouteldja !
#Melenchon va le lui prouver aux #legislatives2022 en é… https://t.co/7YgmvMdCoG",Montcuq (46800),"{'hashtags': [{'text': 'HouriaBouteldja', 'indices': [41, 57]}, {'text': 'Melenchon', 'indices': [60, 70]}, {'text': 'legislatives2022', 'indices': [93, 110]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Rico_le_Crack', 'name': ""Éric Plié (compte n°42 d'Émilie Peltier)"", 'id': 1437870878449180683, 'id_str': '1437870878449180683', 'indices': [0, 14]}], 'urls': [{'url': 'https://t.co/7YgmvMdCoG', 'expanded_url': 'https://twitter.com/i/web/status/1519010662718054412', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
149,Ci ont avait mis Philippe Poutou au pouvoir ça ne serait pas arrivé avec Poutou ton plein d'#essence serait été gra… https://t.co/SXKMNJJNU3,snap👻: cadger027,"{'hashtags': [{'text': 'essence', 'indices': [92, 100]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/SXKMNJJNU3', 'expanded_url': 'https://twitter.com/i/web/status/1519010662504144905', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
150,@AlexQuiec @MLP_officiel Et on leur fait un cours à chaque meeting du président Macron en plus.. quand on est con..,"Canet-en-Roussillon, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AlexQuiec', 'name': 'Alexandre Quiec', 'id': 1386607105, 'id_str': '1386607105', 'indices': [0, 10]}, {'screen_name': 'MLP_officiel', 'name': 'Marine Le Pen', 'id': 217749896, 'id_str': '217749896', 'indices': [11, 24]}], 'urls': []}"
151,@n_arthaud mais non il veut ajouter des options.  et ils voulaient pas. du coup il les a acheté.  maintenant il peu… https://t.co/A3IRsj5F80,niort,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'n_arthaud', 'name': 'Nathalie Arthaud', 'id': 1003575248, 'id_str': '1003575248', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/A3IRsj5F80', 'expanded_url': 'https://twitter.com/i/web/status/1519010650659323904', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
152,"La BCE confirme le resserrement de sa politique monétaire dès le 3eme trimestre https://t.co/vWFzutuNtw

Durant la… https://t.co/4cvpQgFa4B",My place,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vWFzutuNtw', 'expanded_url': 'https://www.latribune.fr/economie/union-europeenne/la-bce-confirme-le-resserrement-de-sa-politique-monetaire-des-le-3eme-trimestre-914840.html', 'display_url': 'latribune.fr/economie/union…', 'indices': [80, 103]}, {'url': 'https://t.co/4cvpQgFa4B', 'expanded_url': 'https://twitter.com/i/web/status/1519010646981029888', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}"
153,@lemonde_pol @FrJohannes Trop fort LE MONDE sujet famille LEPEN image Fi😂😂😂,ile,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lemonde_pol', 'name': 'Le Monde Politique', 'id': 114704955, 'id_str': '114704955', 'indices': [0, 12]}, {'screen_name': 'FrJohannes', 'name': 'Franck Johannès', 'id': 429083119, 'id_str': '429083119', 'indices': [13, 24]}], 'urls': []}"
154,@libe On le savait déjà que sous Macron les gens sont et seront de plus en plus pauvres,"Paris, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'libe', 'name': 'Libération', 'id': 68440549, 'id_str': '68440549', 'indices': [0, 5]}], 'urls': []}"
155,Bilan du quinquennat Macron : la loi de programmation de la recherche peine à rattraper le retard en matière de fin… https://t.co/UggRdi4w7E,,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/UggRdi4w7E', 'expanded_url': 'https://twitter.com/i/web/status/1519010643227070464', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
156,"Éric Zemmour : “Pourriture”, “petit merdeux”… Au RN, on lui en veut ! - Gala … ⁦@MLP_officiel⁩ ⁦@J_Bardella⁩ ⁦… https://t.co/QCrZLw6Hth","Bordeaux, France","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MLP_officiel', 'name': 'Marine Le Pen', 'id': 217749896, 'id_str': '217749896', 'indices': [80, 93]}, {'screen_name': 'J_Bardella', 'name': 'Jordan Bardella', 'id': 1499400284, 'id_str': '1499400284', 'indices': [96, 107]}], 'urls': [{'url': 'https://t.co/QCrZLw6Hth', 'expanded_url': 'https://twitter.com/i/web/status/1519010643214536706', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]}"
157,"@INeuschwander @SophiaAram D'ailleurs, pour moi, hormis les 226 000 électeurs ôtés très arbitrairement des listes é… https://t.co/wYyrVkKlAS",,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'INeuschwander', 'name': 'IsaNeuschwander #lesArchivesnotreBiencommun', 'id': 2779254460, 'id_str': '2779254460', 'indices': [0, 14]}, {'screen_name': 'SophiaAram', 'name': 'sophia aram', 'id': 200814625, 'id_str': '200814625', 'indices': [15, 26]}], 'urls': [{'url': 'https://t.co/wYyrVkKlAS', 'expanded_url': 'https://twitter.com/i/web/status/1519010642451120134', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
158,"@GregoireM75 @JLMelenchon @alexiscorbiere @MathildePanot @Clem_Autain    ont été élus députés en % des inscrits
Aut… https://t.co/7MucivXzE5",INDO-PACIFIC,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GregoireM75', 'name': 'Grégoire.M75', 'id': 2256215095, 'id_str': '2256215095', 'indices': [0, 12]}, {'screen_name': 'JLMelenchon', 'name': 'Jean-Luc Mélenchon', 'id': 80820758, 'id_str': '80820758', 'indices': [13, 25]}, {'screen_name': 'alexiscorbiere', 'name': 'Alexis Corbière', 'id': 266215308, 'id_str': '266215308', 'indices': [26, 41]}, {'screen_name': 'MathildePanot', 'name': 'Mathilde Panot', 'id': 2370188558, 'id_str': '2370188558', 'indices': [42, 56]}, {'screen_name': 'Clem_Autain', 'name': 'Clémentine Autain', 'id': 491343921, 'id_str': '491343921', 'indices': [57, 69]}], 'urls': [{'url': 'https://t.co/7MucivXzE5', 'expanded_url': 'https://twitter.com/i/web/status/1519010641817882625', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
159,"Emmanuel Macron réélu, la complosphère cherche à prouver la fraude électorale à tout prix https://t.co/IDl92chPxV",,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/IDl92chPxV', 'expanded_url': 'http://disq.us/t/4766elo', 'display_url': 'disq.us/t/4766elo', 'indices': [90, 113]}]}"
160,"Le parti socialiste @partisocialiste doit se réinventer, doit se reconstruire et pour ce faire, il ne doit pas se l… https://t.co/guNMabPTET",France,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'partisocialiste', 'name': 'Parti socialiste', 'id': 19900973, 'id_str': '19900973', 'indices': [20, 36]}], 'urls': [{'url': 'https://t.co/guNMabPTET', 'expanded_url': 'https://twitter.com/i/web/status/1519010633588645888', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
161,@la_vagueverte @bouregaaazouz Enlevez lui son chapeau ! Vous trouverez Eric Zemmour en dessous ! 😅,"Dubai, United Arab Emirates","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'la_vagueverte', 'name': 'La Vague Verte ⭐️🇩🇿⭐️', 'id': 1489924943919955970, 'id_str': '1489924943919955970', 'indices': [0, 14]}, {'screen_name': 'bouregaaazouz', 'name': 'bouregaa benazouz', 'id': 592815030, 'id_str': '592815030', 'indices': [15, 29]}], 'urls': []}"
